Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2018,Ford,Mustang,Subcompact,5,8,AS10,X,15.1,9.3,12.5,23.0,291.0,3.0,3.0
2018,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A8,Z,16.0,11.7,14.1,20.0,331.0,3.0,3.0
2018,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,8.4,11.7,24.0,274.0,4.0,5.0
2018,Hyundai,Elantra GT,Full-size,1.6,4,M6,X,10.7,8.1,9.6,29.0,226.0,5.0,3.0
2018,Chevrolet,Corvette,Two-seater,6.2,8,M7,Z,14.2,9.0,11.9,24.0,278.0,4.0,1.0
2018,Porsche,Cayenne Turbo S,SUV: Standard,4.8,8,A8,Z,16.7,11.2,14.3,20.0,334.0,3.0,1.0
2018,Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,18.0,371.0,2.0,5.0
2018,Land Rover,Range Rover Evoque Convertible,SUV: Small,2,4,AS9,Z,11.2,8.2,9.8,29.0,231.0,5.0,7.0
2018,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25.0,265.0,4.0,5.0
2018,Maserati,Ghibli SQ4,Mid-size,3,6,AS8,Z,14.7,9.9,12.6,22.0,295.0,3.0,1.0
2018,Toyota,Corolla,Mid-size,1.8,4,AV7,X,8.3,6.7,7.5,38.0,178.0,7.0,3.0
2018,Porsche,Panamera 4 ST,Full-size,3,6,AM8,Z,11.5,9.0,10.4,27.0,242.0,5.0,1.0
2018,Ford,F-150,Pickup truck: Standard,3.3,6,AS6,X,12.3,9.4,11.0,26.0,259.0,4.0,5.0
2018,Toyota,Highlander,SUV: Small,3.5,6,AS8,X,11.8,8.7,10.3,27.0,243.0,5.0,5.0
2018,Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.4,5.5,6.0,47.0,141.0,9.0,5.0
2018,Audi,A4,Compact,2,4,AM7,Z,8.6,6.4,7.6,37.0,177.0,7.0,3.0
2018,Hyundai,Accent,Compact,1.6,4,AS6,X,8.3,6.2,7.4,38.0,173.0,7.0,3.0
2018,Chevrolet,Equinox AWD,SUV: Small,1.6,4,A6,D,8.5,6.1,7.4,38.0,198.0,6.0,3.0
2018,Porsche,Boxster S,Two-seater,2.5,4,M6,Z,12.1,9.0,10.7,26.0,249.0,4.0,1.0
2018,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2.4,4,A9,X,11.4,8.7,10.2,28.0,239.0,5.0,1.0
2018,Infiniti,Q70 AWD,Mid-size,5.6,8,AS7,Z,14.9,10.3,12.8,22.0,301.0,3.0,3.0
2018,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,X,12.9,10.2,11.7,24.0,273.0,4.0,5.0
2018,Mitsubishi,Outlander 4WD,SUV: Small,2.4,4,AV6,X,9.9,8.1,9.1,31.0,212.0,5.0,5.0
2018,Hyundai,Tucson,SUV: Small,2,4,AS6,X,10.1,7.8,9.0,31.0,213.0,5.0,3.0
2018,Honda,Civic Coupe,Compact,1.5,4,M6,X,7.7,5.7,6.8,42.0,158.0,8.0,3.0
2018,Porsche,911 Carrera 4 Cabriolet,Minicompact,3,6,M7,Z,12.2,8.5,10.5,27.0,246.0,5.0,1.0
2018,Porsche,Cayenne Turbo,SUV: Standard,4.8,8,A8,Z,16.7,11.2,14.3,20.0,334.0,3.0,1.0
2018,Volkswagen,Beetle,Compact,2,4,AS6,X,9.0,7.2,8.2,34.0,191.0,6.0,7.0
2018,Porsche,911 Turbo Cabriolet,Minicompact,3.8,6,AM7,Z,12.6,9.9,11.4,25.0,267.0,4.0,1.0
2018,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,Z,12.1,9.0,10.7,26.0,249.0,4.0,1.0
2018,Dodge,Journey AWD,SUV: Small,3.6,6,A6,X,14.5,10.0,12.4,23.0,292.0,3.0,3.0
2018,Cadillac,CTS AWD,Mid-size,2,4,AS8,Z,11.2,8.2,9.8,29.0,229.0,5.0,5.0
2018,Chevrolet,Malibu,Mid-size,2,4,A9,Z,10.5,7.4,9.1,31.0,213.0,5.0,5.0
2018,Jaguar,XF 25t AWD,Mid-size,2,4,AS8,Z,10.1,7.2,8.8,32.0,207.0,6.0,7.0
2018,BMW,230i Coupe,Subcompact,2,4,M6,Z,11.1,7.3,9.4,30.0,219.0,5.0,7.0
2018,Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.4,8.3,10.0,28.0,234.0,5.0,3.0
2018,Buick,Enclave AWD,SUV: Standard,3.6,6,AS9,X,13.8,9.4,11.8,24.0,277.0,4.0,5.0
2018,Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.3,7.6,8.5,33.0,201.0,6.0,7.0
2018,Nissan,Frontier,Pickup truck: Small,2.5,4,M5,X,12.2,10.4,11.4,25.0,268.0,4.0,3.0
2018,Buick,Regal AWD,Full-size,3.6,6,AS9,X,12.4,8.7,10.7,26.0,250.0,4.0,5.0
2018,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.6,9.6,12.9,22.0,302.0,3.0,1.0
2018,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20.0,325.0,3.0,1.0
2018,Audi,Q3 quattro,Compact,2,4,AS6,Z,11.9,8.4,10.3,27.0,240.0,5.0,3.0
2018,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.5,4,AS6,E,16.8,12.1,14.7,19.0,241.0,5.0,3.0
2018,BMW,440i xDrive Coupe,Compact,3,6,AS8,Z,11.1,7.5,9.5,30.0,223.0,5.0,3.0
2018,FIAT,500L,Station wagon: Small,1.4,4,A6,X,10.7,7.9,9.4,30.0,221.0,5.0,3.0
2018,Hyundai,Elantra GT,Full-size,2,4,M6,X,9.8,7.3,8.7,32.0,205.0,6.0,3.0
2018,Mercedes-Benz,AMG S 65,Full-size,6,12,A7,Z,18.6,10.9,15.1,19.0,356.0,2.0,3.0
2018,Mercedes-Benz,AMG C 63 Coupe,Subcompact,4,8,A7,Z,13.8,10.1,12.1,23.0,285.0,3.0,5.0
2018,GMC,Sierra 4WD FFV,Pickup truck: Standard,4.3,6,A6,X,14.1,10.6,12.5,23.0,294.0,3.0,5.0
2018,Jeep,Compass,SUV: Small,2.4,4,M6,X,10.4,7.3,9.0,31.0,211.0,5.0,3.0
2018,Mercedes-Benz,AMG E 43 4MATIC,Mid-size,3,6,A9,Z,12.4,9.4,11.1,25.0,258.0,4.0,5.0
2018,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,E,17.6,13.7,15.8,18.0,263.0,4.0,5.0
2018,Audi,A6 quattro,Mid-size,2,4,AS8,Z,10.6,7.5,9.2,31.0,216.0,5.0,5.0
2018,Honda,Pilot AWD,SUV: Small,3.5,6,A6,X,13.0,9.3,11.3,25.0,266.0,4.0,3.0
2018,Alfa Romeo,4C Spider,Two-seater,1.8,4,AM6,Z,9.7,6.9,8.4,34.0,197.0,6.0,1.0
2018,Bentley,Mulsanne,Mid-size,6.8,8,AS8,Z,20.9,13.0,17.3,16.0,405.0,1.0,1.0
2018,Mercedes-Benz,AMG G 63,SUV: Standard,5.5,8,A7,Z,19.9,15.5,17.9,16.0,419.0,1.0,3.0
2018,Ford,Fusion Hybrid,Mid-size,2,4,AV,X,5.5,5.6,5.6,50.0,131.0,9.0,7.0
2018,Porsche,Boxster,Two-seater,2,4,M6,Z,11.0,8.3,9.8,29.0,229.0,5.0,1.0
2018,Toyota,Camry XSE,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,31.0,215.0,5.0,5.0
2018,Hyundai,Santa Fe Sport,SUV: Small,2.4,4,AS6,X,11.1,8.6,10.0,28.0,235.0,5.0,5.0
2018,Subaru,Forester AWD,SUV: Small,2.5,4,AV6,X,9.2,7.4,8.4,34.0,196.0,6.0,5.0
2018,Dodge,Charger FFV,Full-size,3.6,6,A8,E,17.1,10.6,14.2,20.0,234.0,5.0,3.0
2018,Lexus,GS 450h,Mid-size,3.5,6,AV8,Z,8.0,6.9,7.5,38.0,176.0,7.0,7.0
2018,BMW,M6 Coupe,Subcompact,4.4,8,AM7,Z,17.3,11.6,14.7,19.0,344.0,2.0,3.0
2018,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,X,15.3,10.9,13.3,21.0,312.0,3.0,3.0
2018,Bentley,Flying Spur,Mid-size,4,8,AS8,Z,18.8,10.7,15.1,19.0,353.0,2.0,3.0
2018,Toyota,Corolla LE Eco (2-Mode),Mid-size,1.8,4,AV,X,8.0,6.3,7.2,39.0,168.0,8.0,5.0
2018,Cadillac,CTS,Mid-size,3.6,6,AS8,X,11.6,8.0,10.0,28.0,234.0,5.0,5.0
2018,Chevrolet,Sonic,Compact,1.4,4,M6,X,8.4,6.3,7.4,38.0,174.0,7.0,3.0
2018,Jeep,New Wrangler Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,24.0,275.0,4.0,5.0
2018,Ford,Escape FFV,SUV: Small,2.5,4,AS6,X,11.1,8.1,9.7,29.0,229.0,5.0,3.0
2018,Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.5,8.9,10.4,27.0,242.0,5.0,3.0
2018,BMW,X2 xDrive28i,SUV: Small,2,4,AS8,Z,11.0,7.7,9.5,30.0,222.0,5.0,7.0
2018,Chevrolet,Equinox AWD,SUV: Small,2,4,A9,Z,10.9,8.3,9.7,29.0,228.0,5.0,5.0
2018,Lexus,NX 300h AWD,SUV: Small,2.5,4,AV6,X,7.2,7.9,7.5,38.0,176.0,7.0,7.0
2018,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,Z,10.2,7.6,9.0,31.0,212.0,5.0,3.0
2018,Porsche,Boxster S,Two-seater,2.5,4,AM7,Z,11.0,8.4,9.9,29.0,230.0,5.0,1.0
2018,Nissan,Rogue AWD,SUV: Small,2.5,4,AV,X,9.7,7.4,8.7,32.0,205.0,6.0,5.0
2018,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.8,6.2,7.1,40.0,167.0,8.0,5.0
2018,Mitsubishi,RVR,SUV: Small,2,4,M5,X,10.3,8.2,9.3,30.0,216.0,5.0,5.0
2018,Mercedes-Benz,GLA 250 4MATIC,SUV: Small,2,4,AM7,Z,10.1,7.6,9.0,31.0,209.0,5.0,5.0
2018,BMW,M3,Compact,3,6,M6,Z,13.5,9.3,11.6,24.0,273.0,4.0,3.0
2018,Toyota,Yaris Hatchback,Compact,1.5,4,M5,X,7.8,6.5,7.2,39.0,168.0,8.0,3.0
2018,Jeep,Wrangler JK 4X4,SUV: Small,3.6,6,M6,X,14.2,11.0,12.8,22.0,298.0,3.0,3.0
2018,Porsche,911 Carrera 4,Minicompact,3,6,M7,Z,12.1,8.3,10.4,27.0,242.0,5.0,1.0
2018,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,X,15.1,10.4,13.0,22.0,305.0,3.0,3.0
2018,Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,Z,20.0,12.4,16.6,17.0,387.0,1.0,3.0
2018,Buick,Regal,Full-size,2,4,AS9,Z,10.7,7.4,9.2,31.0,217.0,5.0,5.0
2018,Land Rover,Range Rover Velar,SUV: Small,2,4,AS8,D,9.2,7.8,8.5,33.0,229.0,5.0,1.0
2018,Jeep,Renegade FFV,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30.0,222.0,5.0,3.0
2018,Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,13.7,10.1,12.1,23.0,282.0,4.0,5.0
2018,Mercedes-Benz,AMG GT C Coupe,Two-seater,4,8,AM7,Z,15.5,11.7,13.8,20.0,322.0,3.0,5.0
2018,Cadillac,ATS-V,Compact,3.6,6,M6,Z,14.4,10.4,12.6,22.0,295.0,3.0,3.0
2018,Ford,Fiesta,Subcompact,1.6,4,AM6,X,8.6,6.4,7.6,37.0,179.0,7.0,3.0
2018,Cadillac,ATS,Compact,2,4,M6,Z,12.0,8.2,10.3,27.0,240.0,5.0,5.0
2018,Ford,Taurus FFV AWD,Full-size,3.5,6,AS6,X,13.6,9.9,12.4,23.0,291.0,3.0,3.0
2018,Acura,NSX,Two-seater,3.5,6,AM9,Z,11.1,10.8,11.0,26.0,261.0,4.0,3.0
2018,Ford,Edge AWD,SUV: Small,2,4,AS6,X,11.9,8.7,10.5,27.0,246.0,5.0,5.0
2018,Mercedes-Benz,CLA 250,Compact,2,4,AM7,Z,9.6,6.6,8.2,34.0,193.0,6.0,5.0
2018,Dodge,Challenger GT AWD FFV,Mid-size,3.6,6,A8,E,17.6,12.0,15.0,19.0,248.0,4.0,3.0
2018,Mercedes-Benz,Metris Cargo,Special purpose vehicle,2,4,A7,Z,11.5,9.8,10.7,26.0,251.0,4.0,5.0
2018,Mercedes-Benz,E 400 4MATIC Coupe,Subcompact,3,6,A9,Z,11.9,9.0,10.6,27.0,248.0,4.0,5.0
2018,Jaguar,F-TYPE Convertible R-Dynamic,Two-seater,3,6,M6,Z,15.3,10.0,12.9,22.0,302.0,3.0,7.0
2018,Mitsubishi,Mirage G4,Compact,1.2,3,M5,X,7.2,5.9,6.6,43.0,155.0,8.0,5.0
2018,Chevrolet,Sonic,Compact,1.8,4,M5,X,9.2,6.8,8.1,35.0,190.0,6.0,5.0
2018,Mercedes-Benz,AMG GLS 63 4MATIC,SUV: Standard,5.5,8,A7,Z,17.6,13.3,15.7,18.0,367.0,2.0,3.0
2018,Ford,Explorer AWD,SUV: Standard,2.3,4,AS6,X,13.1,9.2,11.4,25.0,267.0,4.0,3.0
2018,Subaru,Impreza 4-Door AWD,Mid-size,2,4,AV7,X,8.3,6.4,7.5,38.0,174.0,7.0,6.0
2018,Audi,A8L,Full-size,4,8,AS8,Z,15.1,9.1,12.4,23.0,290.0,3.0,3.0
2018,MINI,Cooper S 5 Door,Subcompact,2,4,AS6,Z,9.3,7.3,8.4,34.0,197.0,6.0,7.0
2018,Subaru,Impreza 4-Door AWD,Mid-size,2,4,M5,X,10.0,7.5,8.9,32.0,208.0,6.0,6.0
2018,BMW,X6 xDrive50i,SUV: Standard,4.4,8,AS8,Z,15.4,11.2,13.5,21.0,317.0,3.0,3.0
2018,GMC,Sierra,Pickup truck: Standard,6.2,8,A8,Z,15.9,11.2,13.8,20.0,323.0,3.0,3.0
