Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2020,Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,9.0,8.0,8.6,33.0,201.0,6.0,5.0
2020,Chevrolet,Blazer AWD,SUV: Small,3.6,6,A9,X,13.1,9.4,11.4,25.0,269.0,4.0,6.0
2020,Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,19.0,337.0,2.0,3.0
2020,BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,17.8,12.9,15.6,18.0,362.0,2.0,3.0
2020,Maserati,Levante S,SUV: Standard,3,6,AS8,Z,15.9,11.1,13.7,21.0,324.0,3.0,1.0
2020,Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,Z,11.2,8.3,9.9,29.0,232.0,5.0,5.0
2020,Mazda,CX-3,Compact,2,4,AS6,X,8.3,6.9,7.7,37.0,179.0,7.0,3.0
2020,Audi,Q7,SUV: Standard,2,4,AS8,Z,12.4,10.1,11.3,25.0,264.0,4.0,3.0
2020,Porsche,718 Cayman T,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27.0,245.0,5.0,1.0
2020,Mercedes-Benz,AMG E 63 S 4MATIC+,Mid-size,4,8,A9,Z,16.0,10.5,13.5,21.0,318.0,3.0,3.0
2020,GMC,Sierra,Pickup truck: Standard,3,6,A10,D,10.2,7.8,9.1,31.0,245.0,5.0,1.0
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19.0,354.0,2.0,5.0
2020,Bentley,Mulsanne,Mid-size,6.8,8,AS8,Z,24.5,14.4,20.0,14.0,465.0,1.0,1.0
2020,BMW,M2 CS,Subcompact,3,6,AM7,Z,14.1,10.3,12.4,23.0,290.0,3.0,3.0
2020,Subaru,WRX AWD,Compact,2,4,M6,Z,11.3,8.5,10.1,28.0,236.0,5.0,1.0
2020,Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,10.8,9.1,10.0,28.0,239.0,5.0,5.0
2020,BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,13.6,9.3,11.7,24.0,273.0,4.0,3.0
2020,Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5.1,5.8,5.4,52.0,129.0,9.0,7.0
2020,MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,31.0,212.0,5.0,7.0
2020,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,26.0,252.0,4.0,5.0
2020,Mercedes-Benz,AMG GLE 53 4MATIC+,SUV: Standard,3,6,A9,Z,13.2,10.8,12.1,23.0,285.0,3.0,6.0
2020,Ram,1500 EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.5,7.3,9.0,31.0,243.0,5.0,1.0
2020,Chevrolet,Equinox AWD,SUV: Small,2,4,A9,Z,10.9,8.3,9.7,29.0,228.0,5.0,5.0
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,M6,X,12.1,9.1,10.7,26.0,252.0,4.0,5.0
2020,Audi,A3 Cabriolet quattro,Subcompact,2,4,AM7,X,10.8,8.0,9.5,30.0,224.0,5.0,7.0
2020,Audi,A5 Sportback quattro,Mid-size,2,4,AM7,Z,10.0,7.3,8.8,32.0,205.0,6.0,3.0
