Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2017,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.7,10.4,27.0,244.0,5.0,6.0
2017,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20.0,330.0,3.0,5.0
2017,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23.0,284.0,4.0,5.0
2017,HYUNDAI,TUCSON AWD,SUV - SMALL,2,4,AS6,X,11.0,9.1,10.2,28.0,241.0,5.0,6.0
2017,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21.0,312.0,3.0,5.0
2017,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17.0,400.0,1.0,6.0
2017,VOLVO,S60 INSCRIPTION T5,COMPACT,2,4,AS8,X,9.6,7.0,8.4,34.0,198.0,6.0,6.0
2017,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22.0,303.0,3.0,6.0
2017,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32.0,211.0,6.0,6.0
2017,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.5,8.9,10.4,27.0,242.0,5.0,6.0
2017,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33.0,199.0,6.0,8.0
2017,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,AV7,X,8.4,6.5,7.5,38.0,176.0,7.0,7.0
2017,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.2,15.8,18.0,258.0,4.0,6.0
2017,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.6,8.1,35.0,190.0,7.0,8.0
2017,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25.0,270.0,4.0,6.0
2017,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AM7,Z,10.2,8.3,9.3,30.0,217.0,6.0,6.0
2017,HYUNDAI,SONATA,FULL-SIZE,2,4,AS6,X,10.5,7.6,9.2,31.0,216.0,6.0,6.0
2017,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,15.0,10.4,13.0,22.0,304.0,3.0,6.0
2017,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20.0,328.0,3.0,6.0
2017,JEEP,PATRIOT,SUV - SMALL,2,4,M5,X,10.3,7.9,9.3,30.0,216.0,6.0,5.0
2017,JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5,8,AS6,Z,15.6,10.4,13.3,21.0,311.0,3.0,6.0
2017,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22.0,303.0,3.0,6.0
2017,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.8,6.5,7.8,36.0,183.0,7.0,8.0
2017,INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,11.9,8.8,10.5,27.0,246.0,5.0,7.0
2017,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36.0,181.0,7.0,7.0
2017,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25.0,267.0,4.0,5.0
2017,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17.0,390.0,1.0,6.0
2017,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.9,7.7,9.5,30.0,221.0,5.0,6.0
2017,PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23.0,287.0,4.0,5.0
2017,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.9,9.5,30.0,222.0,5.0,5.0
2017,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,7.1,8.0,35.0,186.0,7.0,6.0
2017,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.0,9.9,12.7,22.0,299.0,3.0,6.0
2017,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36.0,182.0,7.0,6.0
2017,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.2,8.3,9.3,30.0,219.0,5.0,5.0
2017,BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.3,6.9,8.8,32.0,206.0,6.0,6.0
2017,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30.0,218.0,5.0,6.0
2017,BUICK,ENCORE (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36.0,185.0,7.0,6.0
2017,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29.0,230.0,5.0,6.0
2017,NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36.0,185.0,7.0,6.0
2017,CADILLAC,ATS,COMPACT,2.5,4,AS8,X,10.7,7.4,9.2,31.0,216.0,6.0,6.0
2017,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22.0,302.0,3.0,5.0
2017,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20.0,325.0,3.0,5.0
2017,AUDI,Q7,SUV - STANDARD,3,6,AS8,Z,12.6,9.4,11.1,25.0,260.0,4.0,5.0
2017,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25.0,263.0,4.0,6.0
2017,BMW,440i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,27.0,246.0,5.0,6.0
2017,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,7.1,8.4,34.0,197.0,6.0,6.0
2017,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.9,6.9,8.0,35.0,188.0,7.0,6.0
2017,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,15.3,11.3,13.5,21.0,318.0,3.0,5.0
2017,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21.0,313.0,3.0,5.0
2017,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,15.0,10.4,13.0,22.0,304.0,3.0,6.0
2017,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.7,9.8,29.0,230.0,5.0,5.0
2017,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6,12,AS7,Z,18.7,11.6,15.5,18.0,365.0,2.0,5.0
2017,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21.0,321.0,3.0,6.0
2017,AUDI,A8,MID-SIZE,4,8,AS8,Z,12.9,8.0,10.7,26.0,249.0,5.0,6.0
2017,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2,4,AS6,X,12.5,9.6,11.2,25.0,264.0,4.0,6.0
2017,ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,9.2,31.0,217.0,6.0,6.0
2017,BMW,230i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.2,7.4,9.0,31.0,210.0,6.0,8.0
2017,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,A9,Z,11.6,8.2,10.1,28.0,234.0,5.0,5.0
2017,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,11.8,8.1,10.1,28.0,238.0,5.0,6.0
2017,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.8,8.6,10.4,27.0,278.0,4.0,5.0
2017,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17.0,378.0,2.0,5.0
2017,INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11.0,26.0,259.0,4.0,6.0
2017,TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27.0,242.0,5.0,7.0
2017,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26.0,258.0,4.0,6.0
2017,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,13.0,9.3,11.3,25.0,265.0,4.0,5.0
2017,NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40.0,164.0,8.0,6.0
2017,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27.0,242.0,5.0,6.0
2017,PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29.0,230.0,5.0,5.0
2017,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26.0,258.0,4.0,6.0
2017,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20.0,324.0,3.0,6.0
2017,BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,7.8,9.8,29.0,228.0,5.0,6.0
2017,CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,22.0,295.0,4.0,6.0
2017,BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,15.0,430.0,1.0,5.0
2017,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV,X,7.8,6.0,7.0,40.0,163.0,8.0,6.0
2017,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,12.9,9.7,11.5,25.0,268.0,4.0,5.0
2017,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.9,5.1,5.0,56.0,114.0,10.0,8.0
2017,HONDA,CIVIC COUPE,COMPACT,2,4,AV,X,7.8,6.0,7.0,40.0,163.0,8.0,6.0
2017,MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8.5,6.2,7.5,38.0,175.0,7.0,8.0
2017,BMW,230i COUPE,SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,30.0,219.0,5.0,8.0
2017,LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.0,26.0,258.0,4.0,6.0
2017,PORSCHE,911 CARRERA 4,MINICOMPACT,3,6,AM7,Z,10.7,8.3,9.6,29.0,225.0,5.0,5.0
2017,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.4,11.4,25.0,268.0,4.0,6.0
2017,BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017,CADILLAC,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.2,8.6,10.6,27.0,248.0,5.0,6.0
2017,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.0,13.5,18.7,15.0,438.0,1.0,5.0
2017,AUDI,S8,MID-SIZE,4,8,AS8,Z,16.2,9.9,13.4,21.0,312.0,3.0,6.0
2017,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.9,5.9,7.0,40.0,189.0,7.0,6.0
