Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16.0,298.0,3.0,3.0
2020,Hyundai,Elantra GT,Full-size,2,4,AS6,X,9.4,7.1,8.4,34.0,199.0,6.0,5.0
2020,Cadillac,CT6 AWD,Full-size,3.6,6,AS10,X,12.9,8.7,11.0,26.0,259.0,4.0,5.0
2020,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2,4,A9,X,11.5,8.6,10.2,28.0,240.0,5.0,5.0
2020,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.3,9.0,11.9,24.0,280.0,4.0,6.0
2020,Toyota,Sienna,Minivan,3.5,6,AS8,X,12.6,9.1,11.0,26.0,259.0,4.0,5.0
2020,Porsche,718 Cayman GT4,Two-seater,4,6,M6,Z,14.3,10.4,12.5,23.0,294.0,3.0,3.0
2020,BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,13.6,9.3,11.7,24.0,273.0,4.0,3.0
2020,Ford,Escape,SUV: Small,1.5,3,A8,X,8.6,7.1,7.9,36.0,185.0,7.0,7.0
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A6,X,15.9,11.8,14.1,20.0,331.0,3.0,5.0
2020,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20.0,337.0,2.0,3.0
2020,Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,Z,10.5,7.7,9.2,31.0,217.0,5.0,3.0
2020,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,26.0,252.0,4.0,5.0
2020,Mazda,CX-30 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.5,7.4,8.6,33.0,200.0,6.0,7.0
2020,Land Rover,Range Rover Sport Supercharged,SUV: Standard,5,8,AS8,Z,14.1,10.7,12.6,22.0,294.0,3.0,3.0
2020,Land Rover,Range Rover Sport SVR,SUV: Standard,5,8,AS8,Z,16.2,12.0,14.3,20.0,336.0,2.0,3.0
2020,MINI,John Cooper Works 3 Door,Subcompact,2,4,AS8,Z,9.2,6.9,8.1,35.0,190.0,6.0,7.0
2020,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3,6,A9,Z,13.0,9.8,11.6,24.0,272.0,4.0,5.0
2020,BMW,Alpina B7 xDrive,Full-size,4.4,8,AS8,Z,14.5,9.9,12.4,23.0,290.0,3.0,3.0
2020,Volkswagen,Golf,Compact,1.4,4,M6,X,8.4,6.6,7.6,37.0,177.0,7.0,7.0
2020,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.7,16.7,17.0,392.0,1.0,3.0
2020,Maserati,Ghibli S,Mid-size,3,6,AS8,Z,14.1,9.8,12.2,23.0,286.0,3.0,1.0
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30.0,219.0,5.0,6.0
2020,Porsche,Cayenne Turbo,SUV: Standard,4,8,AS8,Z,15.6,12.4,14.1,20.0,329.0,3.0,3.0
