Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2022,GMC,Sierra 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,18.2,14.2,16.4,17.0,385.0,2.0,6.0
2022,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,4.5,4.2,4.4,64.0,103.0,9.0,7.0
2022,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,9.1,12.0,24.0,281.0,4.0,6.0
2022,Jeep,Grand Wagoneer 4X4,SUV: Standard,3,6,A8,Z,16.3,11.8,14.3,20.0,334.0,3.0,5.0
2022,Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.2,6.6,7.5,38.0,175.0,7.0,7.0
2022,Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.6,6.7,42.0,158.0,7.0,7.0
2022,Porsche,911 GT3,Two-seater,4,6,AM7,Z,15.6,12.7,14.3,20.0,334.0,3.0,3.0
2022,BMW,X4 xDrive30i,SUV: Small,2,4,AS8,Z,11.0,8.5,9.9,29.0,230.0,5.0,7.0
2022,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,9.0,7.6,8.4,34.0,198.0,6.0,7.0
2022,Chevrolet,Suburban,SUV: Standard,3,6,A10,D,11.2,8.7,10.1,28.0,272.0,4.0,3.0
2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17.0,12.7,15.1,19.0,353.0,3.0,6.0
2022,Alfa Romeo,Stelvio,SUV: Small,2,4,A8,Z,10.3,8.1,9.3,30.0,218.0,5.0,3.0
2022,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,14.8,9.9,12.6,22.0,298.0,4.0,5.0
2022,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,9.5,7.2,8.5,33.0,199.0,6.0,7.0
2022,Land Rover,Range Rover Velar P340,SUV: Small,3,6,AS8,Z,11.8,9.0,10.5,27.0,248.0,5.0,7.0
2022,Land Rover,Range Rover Velar P400,SUV: Small,3,6,AS8,Z,12.6,9.6,11.3,25.0,265.0,4.0,7.0
2022,Nissan,Rogue,SUV: Small,2.5,4,AV8,X,9.0,7.1,8.1,35.0,190.0,6.0,7.0
2022,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,Z,11.0,8.0,9.6,29.0,225.0,5.0,6.0
2022,BMW,M4 Coupe,Subcompact,3,6,M6,Z,14.7,10.1,12.6,22.0,293.0,4.0,5.0
