Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2021,Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,Z,13.1,9.9,11.6,24.0,274.0,4.0,5.0
2021,Land Rover,Defender 110 P300,SUV: Standard,2,4,AS8,Z,14.2,11.7,13.0,22.0,306.0,3.0,7.0
2021,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30.0,217.0,5.0,6.0
2021,Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,11.7,8.4,10.2,28.0,239.0,5.0,6.0
2021,Porsche,718 Cayman GT4,Two-seater,4,6,M6,Z,14.0,10.1,12.2,23.0,286.0,3.0,5.0
2021,Volvo,XC60 T6 AWD,SUV: Small,2,4,AS8,Z,11.7,8.6,10.3,27.0,240.0,5.0,7.0
2021,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,37.0,178.0,7.0,6.0
2021,Hyundai,Tucson AWD,SUV: Small,2,4,AS6,X,10.8,9.2,10.1,28.0,239.0,5.0,5.0
2021,Hyundai,Elantra,Mid-size,2,4,M6,X,9.1,6.3,7.8,36.0,185.0,6.0,5.0
2021,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40.0,165.0,7.0,3.0
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,15.4,11.0,13.4,21.0,315.0,3.0,5.0
2021,Toyota,Corolla,Compact,2,4,AV10,X,7.6,5.9,6.8,42.0,159.0,7.0,7.0
2021,Bentley,Continental GT Convertible,Minicompact,6,12,AM8,Z,19.2,12.2,16.0,18.0,373.0,2.0,3.0
2021,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,Z,10.4,8.0,9.3,30.0,219.0,5.0,6.0
2021,Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.5,9.3,30.0,219.0,5.0,6.0
2021,Acura,TLX SH-AWD A-SPEC,Compact,2,4,AS10,Z,11.3,8.1,9.8,29.0,231.0,5.0,7.0
2021,BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.2,10.4,27.0,242.0,5.0,3.0
2021,Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.9,6.5,7.8,36.0,184.0,6.0,7.0
2021,Chevrolet,Blazer,SUV: Small,2,4,A9,X,10.6,8.0,9.4,30.0,221.0,5.0,7.0
2021,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28.0,294.0,3.0,3.0
2021,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3,6,A9,Z,12.3,8.7,10.7,26.0,251.0,4.0,5.0
2021,Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,SUV: Standard,4,8,A9,Z,16.3,12.8,14.7,19.0,347.0,2.0,3.0
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22.0,307.0,3.0,5.0
2021,Hyundai,Kona,SUV: Small,2,4,AS6,X,8.6,7.0,7.9,36.0,187.0,6.0,5.0
2021,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2,4,AM7,Z,9.8,7.6,8.8,32.0,205.0,6.0,5.0
2021,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,Z,13.3,10.8,12.2,23.0,284.0,3.0,5.0
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24.0,275.0,4.0,6.0
2021,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,X,10.6,9.3,10.0,28.0,235.0,5.0,7.0
2021,Lamborghini,Aventador Sian Coupe,Two-seater,6.5,12,AM7,Z,28.3,16.8,23.1,12.0,539.0,1.0,1.0
2021,Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.1,25.0,262.0,4.0,5.0
2021,Chevrolet,Suburban,SUV: Standard,3,6,A10,D,11.3,8.6,10.1,28.0,272.0,4.0,3.0
2021,Rolls-Royce,Wraith,Mid-size,6.6,12,AS8,Z,19.6,12.8,16.5,17.0,387.0,1.0,3.0
2021,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,12.2,9.0,10.8,26.0,253.0,4.0,5.0
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,12.1,8.9,10.7,26.0,251.0,4.0,5.0
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18.0,357.0,2.0,3.0
2021,Mercedes-Benz,AMG G 63 SUV,SUV: Standard,4,8,A9,Z,18.6,15.5,17.2,16.0,396.0,1.0,3.0
2021,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3,6,A9,Z,12.5,8.8,10.8,26.0,254.0,4.0,5.0
2021,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.8,6.3,6.0,47.0,140.0,8.0,7.0
2021,Land Rover,Range Rover Sport P360/P400,SUV: Standard,3,6,AS8,Z,12.7,9.9,11.4,25.0,269.0,4.0,7.0
2021,Porsche,718 Cayman T,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28.0,236.0,5.0,1.0
2021,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12.0,24.0,284.0,3.0,3.0
2021,GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,X,13.3,11.8,12.6,22.0,295.0,3.0,6.0
2021,Audi,SQ8 quattro,SUV: Standard,4,8,AS8,Z,16.0,11.4,13.9,20.0,324.0,3.0,3.0
2021,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,30.0,219.0,5.0,5.0
2021,Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9.7,6.8,8.4,34.0,195.0,6.0,7.0
2021,BMW,X2 xDrive28i,SUV: Small,2,4,AS8,Z,9.8,7.5,8.8,32.0,205.0,6.0,7.0
2021,Audi,Q3 40 TFSI quattro,SUV: Small,2,4,AS8,X,10.6,7.7,9.3,30.0,218.0,5.0,7.0
2021,Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.6,15.7,18.0,368.0,2.0,1.0
2021,Volkswagen,Golf GTI,Compact,2,4,M6,X,10.1,7.9,9.1,31.0,213.0,5.0,7.0
2021,Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.5,43.0,153.0,8.0,7.0
2021,Infiniti,QX50 AWD,SUV: Small,2,4,AV8,Z,10.8,8.3,9.7,29.0,229.0,5.0,6.0
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,20.9,13.6,17.6,16.0,291.0,3.0,5.0
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A6,X,16.5,13.1,15.0,19.0,350.0,2.0,5.0
2021,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13.0,11.4,12.3,23.0,288.0,3.0,6.0
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31.0,214.0,5.0,5.0
2021,Kia,Forte,Mid-size,2,4,M6,X,8.6,6.4,7.6,37.0,180.0,7.0,5.0
2021,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,24.0,274.0,4.0,7.0
2021,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25.0,263.0,4.0,6.0
2021,BMW,X5 M50i,SUV: Standard,4.4,8,AS8,Z,14.4,10.6,12.7,22.0,302.0,3.0,3.0
2021,Cadillac,XT6 AWD,SUV: Small,2,4,AS9,Z,11.2,9.0,10.2,28.0,239.0,5.0,7.0
2021,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,X,13.0,8.8,11.1,25.0,261.0,4.0,6.0
2021,Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.1,9.7,11.0,26.0,259.0,4.0,5.0
2021,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.7,13.3,14.1,20.0,330.0,3.0,5.0
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,X,16.0,12.6,14.5,19.0,341.0,2.0,5.0
2021,BMW,430i xDrive Coupe,Subcompact,2,4,AS8,Z,10.0,7.1,8.7,32.0,202.0,6.0,7.0
2021,Mercedes-Benz,AMG GLC 63 S 4MATIC+ SUV,SUV: Small,4,8,A9,Z,15.7,10.9,13.5,21.0,319.0,3.0,5.0
2021,Chevrolet,Silverado,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21.0,318.0,3.0,6.0
2021,Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,12.0,8.5,10.4,27.0,244.0,5.0,5.0
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19.0,339.0,2.0,1.0
2021,Audi,A8 L Sedan 55 TFSI quattro,Full-size,3,6,AS8,Z,13.5,8.9,11.5,25.0,267.0,4.0,5.0
2021,GMC,Yukon XL 4WD,SUV: Standard,3,6,A10,D,12.0,8.9,10.6,27.0,277.0,4.0,3.0
2021,Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,Z,13.9,10.3,12.3,23.0,288.0,3.0,3.0
2021,Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,X,11.7,8.4,10.2,28.0,239.0,5.0,7.0
2021,Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,X,5.3,5.0,5.1,55.0,121.0,9.0,7.0
2021,Volvo,XC60 T5 AWD,SUV: Small,2,4,AS8,Z,11.1,8.3,9.9,29.0,230.0,5.0,5.0
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21.0,312.0,3.0,5.0
2021,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,24.0,277.0,4.0,6.0
2021,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,4.5,4.2,4.4,64.0,103.0,10.0,7.0
2021,Chevrolet,Trax 4WD (SIDI),SUV: Small,1.4,4,AS6,X,10.2,7.7,9.1,31.0,214.0,5.0,7.0
2021,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25.0,263.0,4.0,6.0
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,Z,17.5,12.6,15.3,18.0,357.0,2.0,3.0
