Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2016,FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.1,9.3,10.9,26.0,255.0,5.0,7.0
2016,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20.0,327.0,3.0,6.0
2016,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,14.7,9.8,12.5,23.0,293.0,4.0,7.0
2016,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.8,6.4,7.7,37.0,180.0,7.0,9.0
2016,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15.0,10.2,12.8,22.0,302.0,4.0,6.0
2016,PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.8,10.4,12.8,22.0,300.0,4.0,6.0
2016,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.0,10.0,11.1,25.0,261.0,5.0,6.0
2016,KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2,4,AS6,X,9.7,7.7,8.8,32.0,208.0,6.0,8.0
2016,JEEP,COMPASS,SUV - SMALL,2,4,AV,X,10.8,8.9,10.0,28.0,234.0,5.0,7.0
2016,LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27.0,246.0,5.0,7.0
2016,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8,22.0,298.0,4.0,6.0
2016,PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4,25.0,267.0,5.0,7.0
2016,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,183.0,7.0,8.0
2016,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37.0,179.0,7.0,8.0
2016,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33.0,201.0,6.0,8.0
2016,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AS8,Z,11.2,8.4,9.9,29.0,232.0,5.0,7.0
2016,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27.0,250.0,5.0,7.0
2016,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25.0,263.0,5.0,7.0
2016,PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26.0,250.0,5.0,7.0
2016,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.1,9.9,29.0,233.0,5.0,7.0
2016,INFINITI,Q50,MID-SIZE,3,6,AS7,Z,12.1,8.1,10.3,27.0,242.0,5.0,7.0
2016,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.5,10.8,26.0,253.0,5.0,7.0
2016,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33.0,201.0,6.0,8.0
2016,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,10.0,7.0,8.6,33.0,204.0,6.0,8.0
2016,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16.0,288.0,4.0,4.0
2016,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6,27.0,250.0,5.0,7.0
2016,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,A8,D,11.2,8.4,9.8,29.0,270.0,5.0,7.0
2016,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.9,15.1,19.0,351.0,3.0,5.0
2016,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25.0,260.0,5.0,7.0
2016,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5,25.0,271.0,4.0,7.0
2016,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19.0,353.0,3.0,6.0
2016,BUICK,REGAL,MID-SIZE,2,4,AS6,Z,11.4,7.9,9.8,29.0,231.0,5.0,8.0
2016,CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36.0,184.0,7.0,9.0
2016,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3,6,AS8,Z,13.0,9.1,11.3,25.0,264.0,5.0,7.0
2016,BMW,320i,COMPACT,2,4,M6,Z,10.7,7.0,9.0,31.0,211.0,6.0,8.0
2016,JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21.0,313.0,4.0,6.0
2016,BMW,X4 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,11.7,8.4,10.2,28.0,238.0,5.0,7.0
2016,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,14.4,10.3,12.5,23.0,293.0,4.0,6.0
2016,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,7.6,8.7,32.0,202.0,6.0,8.0
2016,BMW,Z4 sDRIVE35is,TWO-SEATER,3,6,AM7,Z,13.7,10.0,12.1,23.0,282.0,4.0,6.0
2016,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,229.0,5.0,6.0
2016,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16.0,288.0,4.0,4.0
2016,AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27.0,240.0,5.0,7.0
2016,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11.0,14.2,20.0,334.0,3.0,6.0
2016,BMW,428i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32.0,209.0,6.0,8.0
2016,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,22.0,302.0,4.0,7.0
2016,HYUNDAI,ELANTRA,MID-SIZE,2,4,M6,X,9.8,7.0,8.5,33.0,198.0,7.0,8.0
2016,MERCEDES-BENZ,AMG GT S,TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22.0,303.0,4.0,6.0
2016,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38.0,173.0,8.0,9.0
2016,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25.0,265.0,5.0,7.0
2016,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28.0,238.0,5.0,7.0
